"Empresa";"Credor";"Centro de Custo";"Plano Financeiro";"Documento";"Lançamento";"Parcela";"Id";"Dt. emissão";"Valor original";"Dt. vencimento";"Saldo atual";"Dias";"Dt. baixa";"Valor baixa";"Acréscimo";"Desconto";"Pagto líquido";"";"";"";"";"";"";
"2 - EINDOM HOUSE ADMINISTRADORA DE IMÓVEIS LTDA";"16 - ENASHOPP - EMPRESA NACIONAL DE ADMINISTRACAO DE SHOPPING CENTERS LTDA";"202 - Eindom House - Comercial";"2.01.06.02 - Condomínio";"REC .202303013445001";"2339";"1/1";"00";"30/03/2023";"23.953,19";"05/04/2023";"0,00";"0";"05/04/2023";"23.953,19";"0,00";"0,00";"23.953,19";"";"";"";"";"";"";
"2 - EINDOM HOUSE ADMINISTRADORA DE IMÓVEIS LTDA";"16 - ENASHOPP - EMPRESA NACIONAL DE ADMINISTRACAO DE SHOPPING CENTERS LTDA";"202 - Eindom House - Comercial";"2.01.06.01 - Aluguéis";"REC .202303013445001";"2339";"1/1";"00";"30/03/2023";"13.123,20";"05/04/2023";"0,00";"0";"05/04/2023";"13.123,20";"0,00";"0,00";"13.123,20";"";"";"";"";"";"";
"2 - EINDOM HOUSE ADMINISTRADORA DE IMÓVEIS LTDA";"16 - ENASHOPP - EMPRESA NACIONAL DE ADMINISTRACAO DE SHOPPING CENTERS LTDA";"201 - Eindom House - Adm/Financeiro";"2.03.02.02 - Adiantamento a Fornecedores";"ADT .450042023";"2700";"1/1";"00";"20/04/2023";"7.000,00";"25/04/2023";"0,00";"0";"25/04/2023A";"7.000,00";"0,00";"0,00";"7.000,00";"";"";"";"";"";"";
"2 - EINDOM HOUSE ADMINISTRADORA DE IMÓVEIS LTDA";"16 - ENASHOPP - EMPRESA NACIONAL DE ADMINISTRACAO DE SHOPPING CENTERS LTDA";"202 - Eindom House - Comercial";"2.01.06.01 - Aluguéis";"REC .20230401";"2896";"1/1";"00";"28/04/2023";"13.123,20";"05/05/2023";"0,00";"0";"05/05/2023";"13.123,20";"0,00";"0,00";"13.123,20";"";"";"";"";"";"";
"2 - EINDOM HOUSE ADMINISTRADORA DE IMÓVEIS LTDA";"16 - ENASHOPP - EMPRESA NACIONAL DE ADMINISTRACAO DE SHOPPING CENTERS LTDA";"202 - Eindom House - Comercial";"2.01.06.02 - Condomínio";"REC .20230401";"2896";"1/1";"00";"28/04/2023";"23.420,02";"05/05/2023";"0,00";"0";"05/05/2023";"23.420,02";"0,00";"0,00";"23.420,02";"";"";"";"";"";"";
"2 - EINDOM HOUSE ADMINISTRADORA DE IMÓVEIS LTDA";"16 - ENASHOPP - EMPRESA NACIONAL DE ADMINISTRACAO DE SHOPPING CENTERS LTDA";"201 - Eindom House - Adm/Financeiro";"2.01.06.01 - Aluguéis";"ALUG.11100016454";"3133";"1/1";"00";"19/04/2023";"7.000,00";"01/05/2023";"0,00";"0";"01/05/2023";"7.000,00";"0,00";"0,00";"0,00";"";"";"";"";"";"";
"2 - EINDOM HOUSE ADMINISTRADORA DE IMÓVEIS LTDA";"16 - ENASHOPP - EMPRESA NACIONAL DE ADMINISTRACAO DE SHOPPING CENTERS LTDA";"201 - Eindom House - Adm/Financeiro";"2.01.06.01 - Aluguéis";"ALUG.11100016812";"3149";"1/1";"00";"23/05/2023";"7.000,00";"30/05/2023";"0,00";"0";"30/05/2023";"7.000,00";"0,00";"0,00";"7.000,00";"";"";"";"";"";"";
"2 - EINDOM HOUSE ADMINISTRADORA DE IMÓVEIS LTDA";"16 - ENASHOPP - EMPRESA NACIONAL DE ADMINISTRACAO DE SHOPPING CENTERS LTDA";"202 - Eindom House - Comercial";"2.01.06.02 - Condomínio";"ALUG.052023";"3382";"1/1";"00";"06/06/2023";"23.259,75";"06/06/2023";"0,00";"0";"06/06/2023";"23.259,75";"0,00";"0,00";"23.259,75";"";"";"";"";"";"";
"2 - EINDOM HOUSE ADMINISTRADORA DE IMÓVEIS LTDA";"16 - ENASHOPP - EMPRESA NACIONAL DE ADMINISTRACAO DE SHOPPING CENTERS LTDA";"202 - Eindom House - Comercial";"2.01.06.01 - Aluguéis";"ALUG.052023";"3382";"1/1";"00";"06/06/2023";"13.123,20";"06/06/2023";"0,00";"0";"06/06/2023";"13.123,20";"0,00";"0,00";"13.123,20";"";"";"";"";"";"";
"2 - EINDOM HOUSE ADMINISTRADORA DE IMÓVEIS LTDA";"16 - ENASHOPP - EMPRESA NACIONAL DE ADMINISTRACAO DE SHOPPING CENTERS LTDA";"201 - Eindom House - Adm/Financeiro";"2.01.06.01 - Aluguéis";"ALUG.11100017022";"3449";"1/1";"00";"14/06/2023";"7.000,00";"19/06/2023";"0,00";"0";"19/06/2023";"7.000,00";"0,00";"0,00";"7.000,00";"";"";"";"";"";"";
